KEY	VALUE	COMMENTS
de.lastname	ユング	
de.lastname	ハーン	
de.lastname	フォーゲル	
de.lastname	フリードリヒ	
de.lastname	ギュンター	
de.lastname	ケラー	
de.lastname	シューベルト	
de.lastname	ベルガー	
de.lastname	フランク	
de.lastname	ロート	
de.lastname	ベック	
de.lastname	ウィンクラー	
de.lastname	ローレンツ	
de.lastname	バウマン	
de.lastname	アルブレヒト	
de.lastname	ルートヴィヒ	
de.lastname	フランケ	
de.lastname	ジーモン	
de.lastname	ベーム	
de.lastname	シュースター	
de.lastname	シューマッハー	
de.lastname	クラウス	
de.lastname	ヴィンター	
de.lastname	オットー	
de.lastname	クラーメル	
de.lastname	シュタイン	
de.lastname	フォークト	
de.lastname	マルティン	
de.lastname	イェーガー	
de.lastname	グロース	
de.lastname	ゾマー	
de.lastname	ブラント	
de.lastname	ハース	
de.lastname	ハインリヒ	
de.lastname	ザイデル	
de.lastname	シュライバー	
de.lastname	シュルツ	
de.lastname	グラーフ	
de.lastname	ディートリヒ	
de.lastname	ツィーグラー 	
de.lastname	エンゲル	
de.lastname	クーン	
de.lastname	クーン	
de.lastname	ポール	
de.lastname	ホルン	
de.lastname	トーマス	
de.lastname	ブシュ	
de.lastname	ヴォルフ	
de.lastname	ザウアー	
de.lastname	ベルクマン	
de.lastname	ファイファー	
de.lastname	フォークト	
de.lastname	エルンスト	
		
		POLES START HERE
		
pl.adj.eth	ポーランド	
pl.noun.sing.m	ポーランド人	
pl.noun.sing.f	ポーランド人	
pl.noun.pl	ポーランド人	
		
pl.firstname.m	ヤクブ	
pl.firstname.m	アントニ	
pl.firstname.m	シモン	
pl.firstname.m	ヤン	
pl.firstname.m	フィリプ	
pl.firstname.m	カツペル	
pl.firstname.m	アレクサンデル	
pl.firstname.m	フランチシェク 	
pl.firstname.m	ミコワイ	
pl.firstname.m	ヴォイチェフ	
pl.firstname.m	アダム	
pl.firstname.m	ミハウ	
pl.firstname.m	ヴィクトル	
pl.firstname.m	ピォトル	
pl.firstname.m	イゴル	
pl.firstname.m	マテウシュ 	
pl.firstname.m	バルトシュ	
pl.firstname.m	スタニスワフ 	
pl.firstname.m	ニコデム	
pl.firstname.m	ダヴィド	
pl.firstname.m	ミウォシュ	
pl.firstname.m	マキシミリアノ	
pl.firstname.m	カロル	
pl.firstname.m	オスカル	
pl.firstname.m	マチェイ	
pl.firstname.m	トマシュ 	
pl.firstname.m	ナタン	
pl.firstname.m	クシシュトフ 	
pl.firstname.m	ファビアン	
pl.firstname.m	ホベルト	
pl.firstname.m	パヴェウ	
pl.firstname.m	イグナツィ	
pl.firstname.m	ユリアン	
pl.firstname.m	カミル	
pl.firstname.m	ガブリエル	
pl.firstname.m	バルトゥオミェイ 	
pl.firstname.m	クサヴェリ	
pl.firstname.m	セバスティアン	
pl.firstname.m	アドリアン	
pl.firstname.m	オラフ	
pl.firstname.m	ウカシュ	
pl.firstname.m	ブワジョイ 	
pl.firstname.m	マルチン	
pl.firstname.m	クバ	
pl.firstname.m	アルトゥル	
pl.firstname.m	グジェゴシュ 	
pl.firstname.m	ダミアン	
pl.firstname.m	プシェミスワフ 	
pl.firstname.m	ラファウ	
pl.firstname.m	トビアス	
pl.firstname.m	コンラッド	
pl.firstname.m	エミル	
pl.firstname.m	ラドスワフ 	
pl.firstname.m	ナサニエル	
pl.firstname.m	マレク	
pl.firstname.m	ロベルト	
pl.firstname.m	ヴィトルト	
pl.firstname.m	タデウシュ	
pl.firstname.m	イェジィ 	
pl.firstname.m	ミェシュコ 	
pl.firstname.m	アンジェイ	
pl.firstname.m	リシャルト	
pl.firstname.m	ヤツェク	
pl.firstname.m	レナード	
pl.firstname.m	コンスタンティ	
pl.firstname.m	ユゼフ	
pl.firstname.m	フェリクス	
pl.firstname.m	ヘンリク	
pl.firstname.m	テオドル	
pl.firstname.m	ツィプリアン 	
pl.firstname.m	ダリウシュ	
pl.firstname.m	エルンスト	
pl.firstname.m	フロリアン	
pl.firstname.m	ルドヴィク	
pl.firstname.m	マリウシュ	
pl.firstname.m	ルツィヤン	
pl.firstname.m	フレデリック	
pl.firstname.m	ヴワディスワフ 	
pl.firstname.m	シチェパン	
pl.firstname.m	ニコラス	
pl.firstname.m	シルヴェステル 	
pl.firstname.m	スワヴォーミル 	
pl.firstname.m	ズビグニエフ 	
pl.firstname.m	オレグ	
pl.firstname.m	ヤロスワフ	
pl.firstname.m	ニコラス	
pl.firstname.m	ヤヌシュ	
pl.firstname.m	ベンジャミン	
pl.firstname.m	ロマン	
pl.firstname.m	コルネリウス	
pl.firstname.m	ボルスワフ	
pl.firstname.m	オスカー	
pl.firstname.m	レシェック	
pl.firstname.m	マクシミリアン	
pl.firstname.m	ブロニスラフ	
pl.firstname.m	マーチン	
pl.firstname.m	ジークムント	
pl.firstname.m	ヴィンセント	
pl.firstname.m	ナザニエル	
pl.firstname.m	ジーモウィット	
pl.firstname.m	レオポルド	
pl.firstname.m	ヴィクトル	
pl.firstname.m	ボグミィーウ	
pl.firstname.m	クレメンス	
pl.firstname.m	マリアン	
pl.firstname.m	イライジャ	
pl.firstname.m	ヴィンセント	
pl.firstname.m	イレネウシュ	
pl.firstname.m	ロレンツォ	
pl.firstname.m	アナトリー	
pl.firstname.m	ツェズワフ	
pl.firstname.m	エルヴィン	
pl.firstname.m	フィリックス	
pl.firstname.m	クラウディウス	
pl.firstname.m	ミロスワフ	
		
pl.firstname.f	アポローニャ	
pl.firstname.f	ヘレナ	
pl.firstname.f	ヴァレリアーナ	
pl.firstname.f	グロリア	
pl.firstname.f	グラジャナ	
pl.firstname.f	アナスタシア	
pl.firstname.f	リタ	
pl.firstname.f	ギゼラ	
pl.firstname.f	マリアン	
pl.firstname.f	マルケジャーナ	
pl.firstname.f	マチルダ	
pl.firstname.f	クレメンティナ	
pl.firstname.f	ルチア	
pl.firstname.f	イレーナ	
pl.firstname.f	ユジェフィナ 	
pl.firstname.f	エミリア	
pl.firstname.f	ボグミワ	
pl.firstname.f	バルバラ	
pl.firstname.f	ワンダ	
pl.firstname.f	エリカ	
pl.firstname.f	エウラリア	
pl.firstname.f	ドブロシラヴァ	
pl.firstname.f	ドブロミラ	
pl.firstname.f	チェスワワ 	
pl.firstname.f	ブリギダ	
pl.firstname.f	ヤドヴィガ	
pl.firstname.f	マリア	
pl.firstname.f	エリザベータ	
pl.firstname.f	リュドミラ	
pl.firstname.f	ヘレナ	
pl.firstname.f	ズザーナ	
pl.firstname.f	ドナータ	
pl.firstname.f	クラウディナ	
pl.firstname.f	アニーラ	
pl.firstname.f	アントニナ	
pl.firstname.f	テレサ	
pl.firstname.f	ハリナ	
pl.firstname.f	ダヌータ	
pl.firstname.f	アレクサンドラ	
pl.firstname.f	ヴェロニカ	
pl.firstname.f	カタジナ 	
pl.firstname.f	マグダレナ	
pl.firstname.f	マウゴルジャタ	
pl.firstname.f	イーワ	
pl.firstname.f	ローザ	
pl.firstname.f	ドミニカ	
pl.firstname.f	アグニエスカ	
pl.firstname.f	モニカ	
pl.firstname.f	ユスティナ	
pl.firstname.f	マルタ	
pl.firstname.f	アポローニャ	
pl.firstname.f	コンスタンツィア 	
pl.firstname.f	クリスティナ	
pl.firstname.f	ユディト 	
pl.firstname.f	ファウスティナ 	
pl.firstname.f	マグダ 	
pl.firstname.f	エディータ 	
pl.firstname.f	ハリナ	
pl.firstname.f	ユジェフィナ 	
pl.firstname.f	グラジナ	
pl.firstname.f	スタニスワヤ	
pl.firstname.f	ボジェナ	
pl.firstname.f	ルドヴィカ	
pl.firstname.f	ゾーシア	
pl.firstname.f	ボグスワワ	
pl.firstname.f	ヨーゼファ	
pl.firstname.f	ミロスワワ	
		
pl.lastname	ノヴァク	
pl.lastname	コワルスキー	
pl.lastname	ウィスニエフスキー	
pl.lastname	ヴォイチェク	
pl.lastname	コワルチク	
pl.lastname	カミンスキー	
pl.lastname	レヴァンドフスキ	
pl.lastname	ジーリンスキー	
pl.lastname	シマンスキー	
pl.lastname	ウォズニアック	
pl.lastname	ドブロフスキー	
pl.lastname	コズロフスキー	
pl.lastname	ヤンコフスキー	
pl.lastname	マズール	
pl.lastname	ヴォイチェホフスキー	
pl.lastname	クウィアトコウスキー	
pl.lastname	クラウチク	
pl.lastname	カッチャマレク	
pl.lastname	ピオトロフスキー	
pl.lastname	グラボフスキー	
pl.lastname	ザヤ	
pl.lastname	パウロフスキー	
pl.lastname	ミハエルスキー	
pl.lastname	クルー	
pl.lastname	ヤブロンスキー	
pl.lastname	ヴルベル 	
pl.lastname	ヴィエツォレク	
pl.lastname	ノバコフスキー	
pl.lastname	マジェフスキー	
pl.lastname	オルシェフスキー	
pl.lastname	ストンピエ	
pl.lastname	ヤウォルスキー	
pl.lastname	マリノフスキー	
pl.lastname	ドゥデク	
pl.lastname	アダムチク	
pl.lastname	パウラック	
pl.lastname	ゴルスキー	
pl.lastname	ノビツキ 	
pl.lastname	シコーラ 	
pl.lastname	ウォルツァーク	
pl.lastname	ウィトコフスキー	
pl.lastname	バラン	
pl.lastname	ルトコウスキー	
pl.lastname	ミハラク 	
pl.lastname	シェフチク	
pl.lastname	オストロウスキー	
pl.lastname	トマシェフスキー	
pl.lastname	ピエトルザク	
pl.lastname	ウロブルフスキー	
pl.lastname	ボロウスキー	
pl.lastname	ズベック	
		
		RUSSIANS START HERE
		
ru.adj.eth	ロシア	
ru.noun.sing.m	ロシア人	
ru.noun.sing.f	ロシア人	
ru.noun.pl	ロシア人	
		
ru.firstname.m	アレクサンドル	
ru.firstname.m	アレクセイ	
ru.firstname.m	アナトリー	
ru.firstname.m	アンドレイ	
ru.firstname.m	アルカジイ 	
ru.firstname.m	アファナシー	
ru.firstname.m	ボリス	
ru.firstname.m	ヴァヂム	
ru.firstname.m	ヴァレンチン	
ru.firstname.m	ヴァレリー	
ru.firstname.m	ヴァシーリー	
ru.firstname.m	ヴィクトル	
ru.firstname.m	ビタリー	
ru.firstname.m	ウラジーミル	
ru.firstname.m	ウラディスラフ 	
ru.firstname.m	ヴャチェスラフ 	
ru.firstname.m	ゲンナジー	
ru.firstname.m	グリゴリー	
ru.firstname.m	ダヴィート 	
ru.firstname.m	ドミトリー	
ru.firstname.m	エヴゲニー 	
ru.firstname.m	エゴール	
ru.firstname.m	イヴァン	
ru.firstname.m	イーゴリ	
ru.firstname.m	イリヤ	
ru.firstname.m	ヨシフ	
ru.firstname.m	イグナート	
ru.firstname.m	キリル	
ru.firstname.m	コンスタンチン	
ru.firstname.m	レフ	
ru.firstname.m	レオニード	
ru.firstname.m	マクシム	
ru.firstname.m	ミハイル	
ru.firstname.m	ニキータ	
ru.firstname.m	ニコライ	
ru.firstname.m	オレーグ	
ru.firstname.m	パーヴェル 	
ru.firstname.m	ピョートル	
ru.firstname.m	ロマン	
ru.firstname.m	セミョーン	
ru.firstname.m	セルゲイ	
ru.firstname.m	ステパン 	
ru.firstname.m	ティモフェイ	
ru.firstname.m	ユーリ	
ru.firstname.m	ヤーコフ	
ru.firstname.m	ユリアン	
ru.firstname.m	アントン	
ru.firstname.m	ガヴリール	
ru.firstname.m	ゲオルギー	
ru.firstname.m	ダニール	
ru.firstname.m	マトヴェイ 	
ru.firstname.m	ルスラーン	
ru.firstname.m	ヤロスラフ	
		
ru.firstname.f	アレクサンドラ	
ru.firstname.f	アリーナ	
ru.firstname.f	アナスタシヤ	
ru.firstname.f	アンナ	
ru.firstname.f	ヴァレーリヤ	
ru.firstname.f	ヴァルヴァラ	
ru.firstname.f	ヴェロニーカ	
ru.firstname.f	ヴァレンチナ	
ru.firstname.f	ヴィクトーリヤ	
ru.firstname.f	ガリーナ	
ru.firstname.f	ジアーナ	
ru.firstname.f	エカテリーナ	
ru.firstname.f	エレーナ	
ru.firstname.f	エリザヴェータ	
ru.firstname.f	エヴゲーニヤ	
ru.firstname.f	イエヴァ	
ru.firstname.f	ゾーヤ	
ru.firstname.f	ズラータ	
ru.firstname.f	インガ	
ru.firstname.f	インナ	
ru.firstname.f	イリーナ	
ru.firstname.f	イザベーラ	
ru.firstname.f	クララ	
ru.firstname.f	クラーヴディヤ	
ru.firstname.f	クセーニヤ	
ru.firstname.f	ラリサ	
ru.firstname.f	リージヤ	
ru.firstname.f	リーリヤ	
ru.firstname.f	リュドミーラ	
ru.firstname.f	マイヤ	
ru.firstname.f	マルタ	
ru.firstname.f	マリーナ	
ru.firstname.f	マリーヤ	
ru.firstname.f	ナジェーズダ	
ru.firstname.f	ナターリヤ	
ru.firstname.f	ニーナ	
ru.firstname.f	ニーカ	
ru.firstname.f	オクサナ	
ru.firstname.f	オーリガ	
ru.firstname.f	オレーシャ	
ru.firstname.f	ポリーナ	
ru.firstname.f	ライサ	
ru.firstname.f	ラーダ	
ru.firstname.f	ロザーリヤ	
ru.firstname.f	レナータ	
ru.firstname.f	スヴェトラーナ	
ru.firstname.f	ソフィーヤ	
ru.firstname.f	タマーラ	
ru.firstname.f	タチヤーナ	
ru.firstname.f	エンマ	
ru.firstname.f	エミーリヤ	
ru.firstname.f	ヤーナ	
ru.firstname.f	ユーリヤ	
		
ru.lastname	イヴァノフ	
ru.lastname	スミルノフ	
ru.lastname	ワシーリエフ	
ru.lastname	ペトロフ	
ru.lastname	クズネツォフ	
ru.lastname	フョードロフ	
ru.lastname	ミハイロフ	
ru.lastname	ソコロフ	
ru.lastname	パヴロフ	
ru.lastname	セミョーノフ	
ru.lastname	ステファノフ	
ru.lastname	エゴロフ	
ru.lastname	ニコラエフ	
ru.lastname	コズロフ	
ru.lastname	ポポフ	
ru.lastname	レベデフ	
ru.lastname	ヤコヴレフ	
ru.lastname	ヴォルコフ	
ru.lastname	グリゴリエフ	
ru.lastname	モロゾフ	
ru.lastname	ノヴィコフ	
ru.lastname	ニキーチン	
ru.lastname	ディミトリエフ	
ru.lastname	カザン	
ru.lastname	アレクサンドロフ	
ru.lastname	ボグダノフ	
ru.lastname	ヴォロベフ	
ru.lastname	ベロフ	
ru.lastname	バラノフ	
ru.lastname	フィリッポフ	
ru.lastname	ティモフェーエフ	
ru.lastname	エフィモフ	
ru.lastname	ボリソフ	
ru.lastname	イリイン	
ru.lastname	キセリョフ	
ru.lastname	フロロフ	
ru.lastname	ソローキン	
ru.lastname	ゴルベフ	
ru.lastname	ポリャコフ	
ru.lastname	オシポフ	
ru.lastname	コバリョフ	
ru.lastname	タラーソフ	
ru.lastname	ベリャーエフ	
ru.lastname	ゲラシモフ	
ru.lastname	ミローノフ	
ru.lastname	アブラモフ	
ru.lastname	メルニコフ	
ru.lastname	チトフ	
ru.lastname	ウラソフ	
ru.lastname	コヴァレンコ	
ru.lastname	カルポフ	
		
		IRISH START HERE
		
ir.adj.eth	アイルランド	
ir.noun.sing.m	アイルランド人	
ir.noun.sing.f	アイルランド人	
ir.noun.pl	アイルランド人	
		
ir.firstname.m	ジョン	
ir.firstname.m	パトリック	
ir.firstname.m	ジェームス	
ir.firstname.m	マイケル	
ir.firstname.m	トーマス	
ir.firstname.m	ウィリアム	
ir.firstname.m	ジョセフ	
ir.firstname.m	エドワード	
ir.firstname.m	ダニエル	
ir.firstname.m	ピーター	
ir.firstname.m	マーティン	
ir.firstname.m	デニス	
ir.firstname.m	リチャード	
ir.firstname.m	ティモシー	
ir.firstname.m	フランシス	
ir.firstname.m	ロバート	
ir.firstname.m	ジョージ	
ir.firstname.m	チャールズ	
ir.firstname.m	ジェレマイア	
ir.firstname.m	バーナード	
ir.firstname.m	ヒュー	
ir.firstname.m	アンドリュー	
ir.firstname.m	パット	
ir.firstname.m	ヘンリー	
ir.firstname.m	クリストファー	
ir.firstname.m	デビッド	
ir.firstname.m	オーウェン	
ir.firstname.m	コーネリアス	
ir.firstname.m	モーリス	
ir.firstname.m	フィリップ	
ir.firstname.m	エドモンド	
ir.firstname.m	ステファン	
ir.firstname.m	マシュー	
ir.firstname.m	マイケル	
ir.firstname.m	ローレンス	
ir.firstname.m	アンソニー	
ir.firstname.m	ニコラス	
ir.firstname.m	マシュー	
ir.firstname.m	ジョン・ジョセフ	
ir.firstname.m	サミュエル	
		
ir.firstname.f	メアリー	
ir.firstname.f	ブリジット	
ir.firstname.f	マーガレット	
ir.firstname.f	エレン	
ir.firstname.f	キャサリン	
ir.firstname.f	ケイト	
ir.firstname.f	アニー	
ir.firstname.f	アン	
ir.firstname.f	エリザベス	
ir.firstname.f	マギー	
ir.firstname.f	ジュリア	
ir.firstname.f	サラ	
ir.firstname.f	メアリー・アン	
ir.firstname.f	リジー	
ir.firstname.f	ケイティ	
ir.firstname.f	ジェーン	
ir.firstname.f	ハンナ	
ir.firstname.f	ヨハンナ	
ir.firstname.f	ノラ	
ir.firstname.f	キャスリーン	
ir.firstname.f	ノラ	
ir.firstname.f	アリス	
ir.firstname.f	マリア	
ir.firstname.f	ローズ	
ir.firstname.f	エリザ	
ir.firstname.f	マーガレット	
ir.firstname.f	エリー	
ir.firstname.f	メアリー・エレン	
ir.firstname.f	アグネス	
ir.firstname.f	スーザン	
ir.firstname.f	テレサ	
ir.firstname.f	デリア	
ir.firstname.f	メアリー・ケイト	
ir.firstname.f	メアリー・ジェーン	
ir.firstname.f	クリスティーナ	
ir.firstname.f	ジョセフィン	
ir.firstname.f	ネリー	
ir.firstname.f	メアリー・アン	
ir.firstname.f	ウィニフレッド	
		
ir.lastname	マーフィー	
ir.lastname	ケリー	
ir.lastname	オサリバン	
ir.lastname	ウォルシュ	
ir.lastname	オブライエン	
ir.lastname	バーン	
ir.lastname	ライアン	
ir.lastname	オコンネル	
ir.lastname	オニール	
ir.lastname	オライリー	
ir.lastname	ドイル	
ir.lastname	マッカーシー	
ir.lastname	ギャラガー	
ir.lastname	オドハティ	
ir.lastname	ケネディ	
ir.lastname	リンチ	
ir.lastname	クイン	
ir.lastname	ムーア	
ir.lastname	マクローリン	
ir.lastname	オキャロル	
ir.lastname	コノリー	
ir.lastname	ドイル	
ir.lastname	デイリー	
ir.lastname	オコンネル	
ir.lastname	ブレナン	
ir.lastname	ダン	
ir.lastname	バーク	
ir.lastname	コリンズ	
ir.lastname	キャンベル	
ir.lastname	クラーク	
ir.lastname	ヒューズ	
ir.lastname	オファレル	
ir.lastname	フィッツジェラルド	
ir.lastname	マグワイア	
ir.lastname	ノーラン	
ir.lastname	フリン	
ir.lastname	オキャラハン	
ir.lastname	オドネル	
ir.lastname	ダフィー	
ir.lastname	ボイル	
ir.lastname	ヒーリー	
ir.lastname	オシェイ	
ir.lastname	フォーリー	
ir.lastname	フィッツパトリック	
ir.lastname	リーガン	
ir.lastname	フラナガン	
ir.lastname	グリフィン	
ir.lastname	シェーハン	
ir.lastname	キーン	
ir.lastname	オキーフ	
ir.lastname	オルーク	
ir.lastname	カニンガム	
		
		SWEDES START HERE
		
se.adj.eth	スウェーデン	
se.noun.sing.m	スウェーデン人	
se.noun.sing.f	スウェーデン人	
se.noun.pl	スウェーデン人	
		
se.firstname.f	Sally	
se.firstname.f	Sandra	
se.firstname.f	Sarah	
se.firstname.f	Sharon	
se.firstname.f	Sheila	
se.firstname.f	Sherry	
se.firstname.f	Shirley	
se.firstname.f	Susan	
se.firstname.f	Suzanne	
se.firstname.f	Sylvia	
se.firstname.m	Samuel	
se.firstname.m	Stanley	
se.firstname.m	Stephen	
se.firstname.m	Steve	
se.firstname.m	Steven	
se.lastname	Andersson	
se.lastname	Johansson	
se.lastname	Karlsson	
se.lastname	Nilsson	
se.lastname	Eriksson	
se.lastname	Larsson	
se.lastname	Olsson	
se.lastname	Persson	
se.lastname	Svensson	
se.lastname	Gustafsson	
se.lastname	Pettersson	
se.lastname	Jonsson	
se.lastname	Jansson	
se.lastname	Hansson	
se.lastname	Bengtsson	
se.lastname	Jönsson	
se.lastname	Lindberg	
se.lastname	Jakobsson	
se.lastname	Magnusson	
se.lastname	Olofsson	
se.lastname	Lindström	
se.lastname	Lindqvist	
se.lastname	Lindgren	
se.lastname	Axelsson	
se.lastname	Berg	
se.lastname	Bergström	
se.lastname	Lundberg	
se.lastname	Lundgren	
se.lastname	Lind	
se.lastname	Lundqvist	
se.lastname	Mattsson	
se.lastname	Berglund	
se.lastname	Fredriksson	
se.lastname	Sandberg	
se.lastname	Henriksson	
se.lastname	Forsberg	
se.lastname	Sjöberg	
se.lastname	Wallin	
se.lastname	Engström	
se.lastname	Eklund	
se.lastname	Danielsson	
se.lastname	Lundin	
se.lastname	Håkansson	
se.lastname	Björk	
se.lastname	Gunnarsson	
se.lastname	Bergman	
se.lastname	Holm	
se.lastname	Samuelsson	
se.lastname	Wikström	
se.lastname	Fransson	
se.lastname	Isaksson	
se.lastname	Mohamed	
se.lastname	Bergqvist	
se.lastname	Nyström	
se.lastname	Arvidsson	
se.lastname	Holmberg	
se.lastname	Löfgren	
se.lastname	Söderberg	
se.lastname	Nyberg	
se.lastname	Blomqvist	
		
		ITALIANS START HERE (a bit placeholder-y)
		
it.adj.eth	イタリア	
it.noun.sing.m	イタリア人	
it.noun.sing.f	イタリア人	
it.noun.pl	イタリア人	
		
it.firstname.m	Francesco	
it.firstname.m	Alessandro	
it.firstname.m	Leonardo	
it.firstname.m	Lorenzo	
it.firstname.m	Mattia	
it.firstname.m	Andrea	
it.firstname.m	Gabriele	
it.firstname.m	Matteo	
it.firstname.m	Tommaso	
it.firstname.m	Riccardo	
it.firstname.m	Edoardo	
it.firstname.m	Giuseppe	
it.firstname.m	Davide	
it.firstname.m	Antonio	
it.firstname.m	Federico	
it.firstname.m	Diego	
it.firstname.m	Giovanni	
it.firstname.m	Christian	
it.firstname.m	Nicolo’	
it.firstname.m	Samuele	
it.firstname.m	Pietro	
it.firstname.m	Marco	
it.firstname.m	Luca	
it.firstname.m	Filippo	
it.firstname.m	Simone	
it.firstname.m	Alessio	
it.firstname.m	Gabriel	
it.firstname.m	Michele	
it.firstname.m	Emanuele	
it.firstname.m	Jacopo	
it.firstname.m	Salvatore	
it.firstname.m	Giulio	
it.firstname.m	Cristian	
it.firstname.m	Daniele	
it.firstname.m	Vincenzo	
it.firstname.m	Giacomo	
it.firstname.m	Gioele	
it.firstname.m	Manuel	
it.firstname.m	Elia	
it.firstname.m	Thomas	
it.firstname.m	Samuel	
it.firstname.m	Giorgio	
it.firstname.m	Daniel	
it.firstname.m	Enea	
it.firstname.m	Stefano	
it.firstname.m	Luigi	
it.firstname.m	Nicola	
it.firstname.m	Domenico	
it.firstname.m	Angelo	
		
it.firstname.f	Sofia	
it.firstname.f	Aurora	
it.firstname.f	Giulia	
it.firstname.f	Emma	
it.firstname.f	Giorgia	
it.firstname.f	Martina	
it.firstname.f	Alice	
it.firstname.f	Greta	
it.firstname.f	Ginevra	
it.firstname.f	Chiara	
it.firstname.f	Anna	
it.firstname.f	Sara	
it.firstname.f	Beatrice	
it.firstname.f	Nicole	
it.firstname.f	Gaia	
it.firstname.f	Matilde	
it.firstname.f	Vittoria	
it.firstname.f	Noemi	
it.firstname.f	Francesca	
it.firstname.f	Alessia	
it.firstname.f	Ludovica	
it.firstname.f	Arianna	
it.firstname.f	Viola	
it.firstname.f	Camilla	
it.firstname.f	Elisa	
it.firstname.f	Bianca	
it.firstname.f	Giada	
it.firstname.f	Rebecca	
it.firstname.f	Elena	
it.firstname.f	Mia	
it.firstname.f	Adele	
it.firstname.f	Marta	
it.firstname.f	Gioia	
it.firstname.f	Maria	
it.firstname.f	Asia	
it.firstname.f	Eleonora	
it.firstname.f	Carlotta	
it.firstname.f	Miriam	
it.firstname.f	Irene	
it.firstname.f	Melissa	
it.firstname.f	Margherita	
it.firstname.f	Emily	
it.firstname.f	Caterina	
it.firstname.f	Anita	
it.firstname.f	Serena	
it.firstname.f	Benedetta	
it.firstname.f	Rachele	
it.firstname.f	Angelica	
it.firstname.f	Cecilia	
it.firstname.f	Isabel	
		
it.lastname	Rossi	
it.lastname	Russo	
it.lastname	Ferrari	
it.lastname	Esposito	
it.lastname	Bianchi	
it.lastname	Romano	
it.lastname	Colombo	
it.lastname	Bruno	
it.lastname	Ricci	
it.lastname	Greco	
it.lastname	Marino	
it.lastname	Gallo	
it.lastname	De Luca	
it.lastname	Conti	
it.lastname	Costa	
it.lastname	Mancini	
it.lastname	Giordano	
it.lastname	Rizzo	
it.lastname	Lombardi	
it.lastname	Barbieri	
it.lastname	Moretti	
it.lastname	Fontana	
it.lastname	Caruso	
it.lastname	Mariani	
it.lastname	Ferrara	
it.lastname	Santoro	
it.lastname	Rinaldi	
it.lastname	Leone	
it.lastname	D'Angelo	
it.lastname	Longo	
it.lastname	Galli	
it.lastname	Martini	
it.lastname	Martinelli	
it.lastname	Serra	
it.lastname	Conte	
it.lastname	Vitale	
it.lastname	De Santis	
it.lastname	Marchetti	
it.lastname	Messina	
it.lastname	Gentile	
it.lastname	Villa	
it.lastname	Marini	
it.lastname	Lombardo	
it.lastname	Coppola	
it.lastname	Ferri	
it.lastname	Parisi	
it.lastname	De Angelis	
it.lastname	Bianco	
it.lastname	Amato	
it.lastname	Fabbri	
it.lastname	Gatti	
it.lastname	Sala	
it.lastname	Morelli	
it.lastname	Grasso	
it.lastname	Pellegrini	
it.lastname	Ferraro	
it.lastname	Monti	
it.lastname	Palumbo	
it.lastname	Grassi	
it.lastname	Testa	
it.lastname	Viglione	
		
		CZECHS START HERE
		
cz.adj.eth	チェコ	
cz.noun.sign.m	チェコ人	
cz.noun.sing.f	チェコ人	
cz.noun.pl	チェコ人	
		
cz.firstname.m	Josef	
cz.firstname.m	František	
cz.firstname.m	Jaroslav	
cz.firstname.m	Emilie	
cz.firstname.m	Václav	
cz.firstname.m	Jan	
cz.firstname.m	Karel	
cz.firstname.m	Jiří	
cz.firstname.m	Miroslav	
cz.firstname.m	Stanislav	
cz.firstname.m	Alois	
cz.firstname.m	Oldřich	
cz.firstname.m	Rudolf	
cz.firstname.m	Antonín	
cz.firstname.m	Ladislav	
cz.firstname.m	Vladimír	
cz.firstname.m	Zdeněk	
cz.firstname.m	Bedřich	
cz.firstname.m	Miloslav	
cz.firstname.m	Břetislav	
cz.firstname.m	Vojtěch	
cz.firstname.m	Jaromír	
cz.firstname.m	Vladislav	
cz.firstname.m	Arnošt	
cz.firstname.m	Bohumil	
cz.firstname.m	Bohuslav	
cz.firstname.m	Pavel	
cz.firstname.m	Viktor	
cz.firstname.m	Adolf	
cz.firstname.m	Alfred	
cz.firstname.m	Augustin	
cz.firstname.m	Bohumír	
cz.firstname.m	Ctibor	
cz.firstname.m	Emil	
cz.firstname.m	Ivan	
cz.firstname.m	Jindřich	
cz.firstname.m	Leopold	
cz.firstname.m	Otto	
cz.firstname.m	Vítězslav	
cz.firstname.m	Ada	
cz.firstname.m	Alexandr	
cz.firstname.m	Andělín	
cz.firstname.m	Arthur	
cz.firstname.m	Bořivoj	
cz.firstname.m	Ctirad	
cz.firstname.m	Cyril	
cz.firstname.m	Eduard	
cz.firstname.m	Edwin	
cz.firstname.m	Emanuel	
cz.firstname.m	Emilián	
cz.firstname.m	Eric	
cz.firstname.m	Ervin	
cz.firstname.m	Evžen	
cz.firstname.m	Fedor	
cz.firstname.m	Ferdinand	
cz.firstname.m	Gideon	
cz.firstname.m	Gustav	
cz.firstname.m	Imrich	
cz.firstname.m	Inocenc	
cz.firstname.m	Ivo	
cz.firstname.m	Jakub	
cz.firstname.m	Joza	
cz.firstname.m	Jožka	
cz.firstname.m	Julián	
cz.firstname.m	Květoslav	
cz.firstname.m	Leo	
cz.firstname.m	Lev	
cz.firstname.m	Liboslav	
cz.firstname.m	Ludvík	
cz.firstname.m	Max	
cz.firstname.m	Michael	
cz.firstname.m	Michal	
cz.firstname.m	Miloš	
cz.firstname.m	Mirko	
cz.firstname.m	Přemysl	
cz.firstname.m	Radegast	
cz.firstname.m	Radomil	
cz.firstname.m	Richard	
cz.firstname.m	Róbert	
