KEY	VALUE	COMMENTS
__id	jp
building.biz-cafe.bizname	{$firstname}'s {#cafe-name}
building.biz-cafe.bizname	{#pattern-possessive} {$eth} {#cafe-name}
building.biz-cafe.bizname	{#urban-features} {#cafe-name}
building.biz-cafe.bizname	{#flower-names} {#cafe-name}
building.biz-cafe.bizname	Cafe {#eth-city}
building.biz-cafe.bizname	Cafe {#zodiac-signs}
building.biz-dairy.icon	<sprite name="biz dairy">
building.biz-dairy.bizname	{#flower-names} Dairy
building.biz-dairy.bizname	{$lastname} Family Dairy
building.biz-dairy.bizname	{#geographic-features} Farms Dairy
building.biz-dairy.bizname	{#midwestern-places} Creamery
building.biz-dairy.icon	<sprite name="biz dairy">
building.biz-dairy.bizname	{#flower-names} Dairy
building.biz-dairy.bizname	{$lastname} Family Dairy
building.biz-dairy.bizname	{#geographic-features} Farms Dairy
building.biz-dairy.bizname	{#midwestern-places} Creamery
building.biz-laundromat.bizname	Suds'n'Such
building.biz-laundromat.bizname	{#pattern-possessive-first} {#laundry-name}
building.biz-laundromat.bizname	{#flower-names} {#laundry-name}
building.biz-laundromat.bizname	{#geographic-features} {#laundry-name}
building.biz-laundromat.bizname	{#pattern-initials} {#laundry-name}
building.biz-warehouse.bizname	{#pattern-three-letters} Corp
building.biz-warehouse.bizname	{#pattern-one-name-biz}
building.biz-warehouse.bizname	{$lastname} {#storage.names}
building.biz-warehouse.bizname	{#directions} {#storage.names}
building.biz-warehouse.bizname	{#midwestern-places} {#storage.names}
building.biz-deli.bizname	{#pattern-possessive-first} {$eth} {#deli-name}
building.biz-deli.bizname	{#pattern-possessive} {$eth} {#deli-name}
building.biz-deli.bizname	{#pattern-possessive-first} {#urban-features} Deli
building.biz-deli.bizname	{#cardinals} {$eth} {#deli-name}
building.biz-deli.bizname	{#midwestern-places} {#deli-name}
building.biz-tobacconist.bizname	{#pattern-one-name-biz}・・Tobacconist
building.biz-tobacconist.bizname	{#pattern-possessive-first} {#tobacconist-name}
building.biz-tobacconist.bizname	{#pattern-possessive} {#tobacconist-name}
building.biz-tobacconist.bizname	{#urban-features} {#tobacconist-name}
building.biz-carshop.bizname	{#car-adj} {#carshop-name}
building.biz-carshop.bizname	{#pattern-possessive-first} {#car-adj} {#carshop-name}
building.biz-carshop.bizname	{#pattern-possessive} {#car-adj} {#carshop-name}
building.biz-carshop.bizname	{#pattern-possessive} {#carshop-name}
building.biz-carshop.bizname	{#pattern-possessive-first} {#carshop-name}
building.biz-carshop.bizname	{#urban-features} {#carshop-name}
building.biz-lumberyard.bizname	{#pattern-possessive-first} {#lumber-yard-name}
building.biz-lumberyard.bizname	{#pattern-possessive} {#lumber-yard-name}
building.biz-lumberyard.bizname	{#colors} {#tree-names} {#lumber-yard-name}
building.biz-lumberyard.bizname	{#biz-names-one} {#lumber-yard-name}
building.biz-construction.bizname	The {$lastname} Company
building.biz-construction.bizname	{#pattern-one-name-biz}
building.biz-construction.bizname	{$lastname} {#construction-name}
building.biz-construction.bizname	{#biz-names-one} {#construction-name}
building.biz-coalyard.bizname	{#pattern-one-name-biz}
building.biz-coalyard.bizname	{#midwestern-places} Coal Co.
building.biz-coalyard.bizname	{$lastname} Colliers
building.biz-coalyard.bizname	{#industrial-adj} Coal Ltd.
building.biz-coalyard.bizname	{#pattern-initials} Coal Company
building.biz-cardealer.bizname	{#pattern-initials} {#cardealer-name}
building.biz-cardealer.bizname	{#pattern-possessive} {#cardealer-name}
building.biz-cardealer.bizname	{#pattern-possessive} {#car-adj} {#cardealer-name}
building.biz-cardealer.bizname	{#biz-names-one} {#cardealer-name}
building.biz-cardealer.bizname	{#directions} {#cardealer-name}
building.biz-truck-garage.bizname	{#pattern-initials} {#truck-repair-name}
building.biz-truck-garage.bizname	{#pattern-initials} {#car-adj} {#truck-repair-name}
building.biz-truck-garage.bizname	{#pattern-possessive-first} {#truck-repair-name}
building.biz-truck-garage.bizname	{#pattern-possessive} {#truck-repair-name}
building.biz-truck-garage.bizname	{#car-adj} {#truck-repair-name}
building.biz-truck-garage.bizname	{#midwestern-places} {#truck-repair-name}
building.biz-taxi-garage.bizname	{#colors} {#taxi-name}
building.biz-taxi-garage.bizname	{#number}{#number}{#number} {#taxi-name}
building.biz-taxi-garage.bizname	{#biz-names-one} {#taxi-name}
building.biz-taxi-garage.bizname	{#tree-names} {#taxi-name}
building.biz-tire-store.bizname	{#pattern-possessive-first} {#tire-name}
building.biz-tire-store.bizname	{#pattern-possessive} {#tire-name}
building.biz-tire-store.bizname	{#car-adj} {#tire-name}
building.biz-tire-store.bizname	{#urban-features} {#tire-name}
building.biz-gas-station.bizname	{#industrial-adj} {#gas-station}
building.biz-gas-station.bizname	{#biz-names-one} {#gas-station}
building.biz-gas-station.bizname	{#car-adj} {#gas-station}
building.biz-gas-station.bizname	{#directions} {#gas-station}
building.biz-mechanic-small.bizname	{#pattern-initials} {#truck-repair-name}
building.biz-mechanic-small.bizname	{#pattern-initials} {#car-adj} {#car-repair-name}
building.biz-mechanic-small.bizname	{#pattern-possessive-first} {#car-repair-name}
building.biz-mechanic-small.bizname	{#pattern-possessive} {#car-repair-name}
building.biz-mechanic-small.bizname	{#car-adj} {#car-repair-name}
building.biz-mechanic-small.bizname	{#midwestern-places} {#car-repair-name}
building.biz-still.bizname	{$eth} Import Export
building.biz-still.bizname	{$lastname} Inc.
building.biz-grocery.bizname	{#pattern-possessive} {$eth} {#grocery-stores}
building.biz-grocery.bizname	{#urban-features} {#grocery-stores}
building.biz-grocery.bizname	{#colors} {#geographic-features} {#grocery-stores}
building.biz-grocery.bizname	{#directions} Market {$eth} Grocers
building.biz-bakery.bizname	{#colors} {#misc-names-colored} {#bakery-name}
building.biz-bakery.bizname	{#pattern-possessive-first} {$eth} {#bakery-name}
building.biz-bakery.bizname	{#pattern-possessive} {$eth} {#bakery-name}
building.biz-bakery.bizname	{#pattern-possessive-first} {#bakery-name}
building.biz-bakery.bizname	{#pattern-possessive} {#bakery-name}
building.biz-hardware.bizname	{$lastname} Family Hardware
building.biz-hardware.bizname	{#pattern-possessive} {#hardware-name}
building.biz-hardware.bizname	{#pattern-possessive-first} {#hardware-name}
building.biz-hardware.bizname	{#midwestern-places} {#hardware-name}
building.biz-haberdasher.bizname	{#eth-city} {#hat-shop}
building.biz-haberdasher.bizname	{#pattern-initials} {#hat-shop}
building.biz-haberdasher.bizname	{#geographic-features} {#hat-shop}
building.biz-haberdasher.bizname	{#biz-names-one} {#hat-shop}
building.biz-bookstore.bizname	{#pattern-possessive-first} {#bookstore-name}
building.biz-bookstore.bizname	{#pattern-possessive} {$eth} {#bookstore-name}
building.biz-bookstore.bizname	{#letter} {$lastname} {#bookstore-name}
building.biz-bookstore.bizname	{#biz-names-one} {#bookstore-name}
building.biz-florist.bizname	{#pattern-possessive-first} {#flower-shop}
building.biz-florist.bizname	{#pattern-possessive} {#flower-shop}
building.biz-florist.bizname	{#colors} {#flower-names} {#flower-shop}
building.biz-florist.bizname	{#pattern-possessive-first} {$eth} {#flower-shop}
building.biz-newsstand.bizname	{#pattern-possessive-first} {#newsstand}
building.biz-newsstand.bizname	{#urban-features} {#newsstand}
building.biz-newsstand.bizname	Little {#eth-city} {#newsstand}
building.biz-meatpacker.bizname	{#pattern-possessive} {$eth} {#meat-packing-name}
building.biz-meatpacker.bizname	{#industrial-adj} {#meat-packing-name}
building.biz-meatpacker.bizname	{#midwestern-places} {#meat-packing-name}
building.biz-butcher.bizname	{#pattern-possessive} {$eth} {#biz-butcher-name}
building.biz-butcher.bizname	{#industrial-adj} {#biz-butcher-name}
building.biz-butcher.bizname	{#midwestern-places} {#biz-butcher-name}
building.biz-butcher.bizname	{$lastname} {#biz-butcher-name}
building.biz-forge.bizname	{#industrial-adj} {#metal-names} {#metalsmith-name}
building.biz-forge.bizname	{$lastname} {#metal-names} {#metalsmith-name}
building.biz-forge.bizname	{#industrial-adj} {#metalsmith-name}
building.biz-forge.bizname	{$lastname} {#metalsmith-name}
building.biz-forge.bizname	{#midwestern-places} {#metal-names} {#metalsmith-name}
building.biz-forge.bizname	{#midwestern-places} {#metalsmith-name}
building.biz-mason.bizname	{$lastname}'s {#mason-name}
building.biz-mason.bizname	{$lastname} {#mason-name}
building.biz-mason.bizname	{#industrial-adj} {#mason-name}
building.biz-mason.bizname	{$lastname} {#mason-name}
building.biz-mason.bizname	{#midwestern-places} {#mason-name}
building.biz-mason.bizname	{#urban-features} {#mason-name}
building.biz-painters.bizname	{$lastname}'s {#painters-name}
building.biz-painters.bizname	{$lastname} {#painters-name}
building.biz-painters.bizname	{#industrial-adj} {#painters-name}
building.biz-painters.bizname	{$lastname} {#painters-name}
building.biz-painters.bizname	{#midwestern-places} {#painters-name}
building.biz-painters.bizname	{#urban-features} {#painters-name}
building.biz-sawmill.bizname	{$lastname} {#sawmill-name}
building.biz-sawmill.bizname	{#pattern-one-name-biz}
building.biz-sawmill.bizname	{#midwestern-places} {#sawmill-name}
building.biz-sawmill.bizname	{#pattern-double-amp} {#sawmill-name}
building.biz-textilemill.bizname	{#pattern-one-name-biz}
building.biz-textilemill.bizname	{$lastname} {#textile-name}
building.biz-textilemill.bizname	{#geographic-features} {#textile-name}
building.biz-textilemill.bizname	{#pattern-initials} {#textile-name}
building.biz-textilemill.bizname	{#directions} {#textile-name}
building.biz-steelmill.bizname	{#pattern-one-name-biz}
building.biz-steelmill.bizname	{#industrial-adj} {#steel-mill-name}
building.biz-steelmill.bizname	{#directions} {#steel-mill-name}
building.biz-steelmill.bizname	{$lastname} {#steel-mill-name}
building.biz-printer.bizname	{#pattern-one-name-biz}・・Printers
building.biz-printer.bizname	{$lastname} {#printer-name}
building.biz-printer.bizname	{#biz-names-one} {#printer-name}
building.biz-printer.bizname	{#urban-features} {#printer-name}
building.biz-printer.bizname	{#pattern-initials} {#printer-name}
building.biz-five-and-dime.bizname	{$lastname} 5ﾂ｢ and 10ﾂ｢ {#store-names}
building.biz-five-and-dime.bizname	{#pattern-possessive} Variety {#store-names}
building.biz-five-and-dime.bizname	{#pattern-possessive-first} Variety {#store-names}
building.biz-five-and-dime.bizname	{#midwestern-places} 5ﾂ｢ and 10ﾂ｢ {#store-names}
building.biz-funeral-home.bizname	{#pattern-one-name-biz} {#funeral-home}
building.biz-funeral-home.bizname	{#pattern-initials} {#funeral-home}
building.biz-funeral-home.bizname	{#pattern-full-name} {#funeral-home}
building.biz-furniture-store.bizname	{#pattern-one-name-biz}
building.biz-furniture-store.bizname	{#cardinals} {#directions} {#furniture-store}
building.biz-furniture-store.bizname	{#pattern-possessive} Furniture {#store-names}
building.biz-furniture-store.bizname	{#pattern-possessive} Furniture {#other-store}
building.biz-jeweler.bizname	{#pattern-one-name-biz}
building.biz-jeweler.bizname	{#pattern-two-name-biz}・・Jewelers
building.biz-jeweler.bizname	{#pattern-full-name}・・Jeweler
building.biz-jeweler.bizname	{#pattern-possessive} {#jeweler}
building.biz-jeweler.bizname	{#pattern-possessive} {$eth} {#jeweler}
building.biz-pawn-shop.bizname	{#pattern-two-name-biz}・・Pawnbrokers
building.biz-pawn-shop.bizname	{#directions} {#pawn-shop}
building.biz-pawn-shop.bizname	{#pattern-possessive} {#pawn-shop}
building.biz-pawn-shop.bizname	{#pattern-full-name} {#pawn-shop}
building.biz-pawn-shop.bizname	{#pattern-possessive-first} {#pawn-shop}
building.biz-shoe-store.bizname	{#midwestern-places} {#shoe-store}
building.biz-shoe-store.bizname	{#pattern-possessive} {#shoe-store}
building.biz-shoe-store.bizname	{#biz-names-one} {#shoe-store}
building.biz-shoe-store.bizname	{$cityname} {$eth} Shoes
building.biz-shoe-store.bizname	{#pattern-two-name-biz}・・Shoe {#store-names}
building.biz-shoe-store.bizname	{#pattern-two-name-biz}・・Shoe {#other-store}
building.biz-restaurant-buffet.bizname	The {#colors} {#rest-fixture} {#buffet-rest}
building.biz-restaurant-buffet.bizname	Amazing {#eth-city} {#buffet-rest}
building.biz-restaurant-buffet.bizname	{#pattern-possessive-first}'s {$eth} {#buffet-rest}
building.biz-lunch-counter.bizname	{$firstname}'s {#lunch-rest}
building.biz-lunch-counter.bizname	The {#colors} Counter
building.biz-lunch-counter.bizname	{#pattern-possessive-first} Corner
building.biz-cafeteria.bizname	{#pattern-possessive-first} Cafeteria
building.biz-cafeteria.bizname	{#pattern-possessive} Cafeteria
building.biz-cafeteria.bizname	{#letter} & {#letter} Cafeteria
building.biz-sandwich-shop.bizname	{#pattern-possessive-first} {#sandwich-rest}
building.biz-sandwich-shop.bizname	{#pattern-possessive} {#sandwich-rest}
building.biz-jazz-club.bizname	The {#colors} {#misc-names-colored}
building.biz-jazz-club.bizname	{#club-names} Club
building.biz-jazz-club.bizname	{#club-names} Lounge
building.biz-dance-hall.bizname	The {#club-names} Ballroom
building.biz-dance-hall.bizname	{#letter}{#letter}'s Ballroom
building.biz-dance-hall.bizname	{#club-names} Hall
building.biz-dance-hall.bizname	{#letter}{#letter}'s Dance Hall
building.biz-theater.bizname	The {#zodiac-signs}
building.biz-theater.bizname	The {#flower-names}
building.biz-theater.bizname	The {#biz-names-one}
building.biz-hotel.bizname	The Grand {#directions} Hotel
building.biz-hotel.bizname	The Inn at {#midwestern-places}
building.biz-hotel.bizname	The {#hotel.names} Hotel
building.biz-bank.bizname	{#cardinals} {#directions} Bank
building.biz-bank.bizname	{#cardinals} {#midwestern-places} Bank
building.biz-bank.bizname	{$lastname} {#region} Bank
building.biz-bank.bizname	{#cardinals} {#region} Bank
building.biz-bank.bizname	The {$eth} Alliance
building.biz-bank.bizname	The {#cardinals} {$eth} Union
building.biz-barber-shop.bizname	{#pattern-possessive-first}
building.biz-barber-shop.bizname	{#letter}{#letter}'s Barber Shop
building.biz-barber-shop.bizname	{#pattern-possessive} Barber Shop
building.biz-barber-shop.bizname	{#pattern-possessive-first} Beauty Shop
building.biz-clothing.bizname	{#pattern-possessive}
building.biz-clothing.bizname	{#biz-names-one} {#store-names}
building.biz-clothing.bizname	{#biz-names-one} {#other-store}
building.biz-clothing.bizname	{#pattern-two-name-biz}
building.biz-fruit-stand.bizname	{#pattern-possessive-first} Fruit Co.
building.biz-fruit-stand.bizname	{#cardinals} {$eth} Fruit and Vegetables
building.biz-fruit-stand.bizname	{#midwestern-places} Fruit {#store-names}
building.biz-fruit-stand.bizname	{#midwestern-places} Fruit {#other-store}
building.biz-junkyard.bizname	{#midwestern-places} Junkyard
building.biz-junkyard.bizname	Great {#directions} Junkyard
building.biz-junkyard.bizname	{#industrial-adj} Scrapyard
building.biz-cold-storage.bizname	{#industrial-adj} Cold Storage
building.biz-cold-storage.bizname	{$lastname} {#generic-biz-endings}・・Cold Warehouse
building.biz-cold-storage.bizname	{#cardinals} {$cityname} Cold Storage
building.biz-candy-factory.bizname	{#pattern-double-amp} {#candy-name}
building.biz-candy-factory.bizname	{#colors} {#letter} {#candy-name}
building.biz-candy-factory.bizname	{#pattern-possessive} {#candy-name}
building.biz-candy-store.bizname	{#pattern-possessive} {#candy-store}
building.biz-candy-store.bizname	{#midwestern-places} {#candy-store}
buidling.biz-candy-store.bizname	{#flower-names} {#candy-store}
buidling.biz-candy-store.bizname	{#urban-features} {#candy-store}
building.biz-factory-mill.bizname	{#industrial-adj} Mills
building.biz-factory-mill.bizname	{#pattern-double-amp} Mills
building.biz-factory-mill.bizname	{#pattern-one-name-biz}
building.biz-cannery.bizname	{#industrial-adj} {#cannery-name}
building.biz-cannery.bizname	{#directions} {#cannery-name}
building.biz-cannery.bizname	{#letter} $ {#letter} {#cannery-name}
building.biz-glass-works.bizname	{#midwestern-places} {#glass-name}
building.biz-glass-works.bizname	{#pattern-three-letters} {#glass-name}
building.biz-glass-works.bizname	{#industrial-adj} Works #{#number}
building.biz-concrete.bizname	{#letter} & {#letter} {#concrete-name}
building.biz-concrete.bizname	{$lastname} {#concrete-name}
building.biz-concrete.bizname	{#midwestern-places} {#concrete-name}
building.biz-bowling-alley.bizname	{#biz-names-one} {#bowling-alley-name}
building.biz-bowling-alley.bizname	{#club-names} {#bowling-alley-name}
building.biz-bowling-alley.bizname	{#geographic-features} {#bowling-alley-name}
building.biz-soda-fountain.bizname	{$lastname}'s
building.biz-soda-fountain.bizname	{#geographic-features}'s Soda Fountain
building.biz-soda-fountain.bizname	{#colors} Cone
building.train-station.bizname	The Great {#directions} {#rail-station}
building.train-station.bizname	{#midwestern-places} & {#directions} {#rail-station}
building.train-station.bizname	{#industrial-adj} Lines {#rail-station}
building.train-station.bizname	The {#metal-names} Plate Road {#rail-station}
building.boxing-gym.bizname	{$lastname}'s Gym
building.boxing-gym.bizname	{$firstname}'s Boxing Gym
building.boxing-gym.bizname	{$firstname}'s Training Center
building.biz-union-hall.bizname	{#directions} Local United
building.biz-union-hall.bizname	{#cardinals} {#union-adj} {#union-noun} of Longshoreman
building.biz-union-hall.bizname	{#union-noun} of Longshoreman
building.biz-union-hall.bizname	{#union-adj} Longshoreman's {#union-noun}
letter	A
letter	B
letter	C
letter	D
letter	E
letter	F
letter	G
letter	H
letter	I
letter	J
letter	K
letter	L
letter	M
letter	N 
letter	O
letter	P
letter	Q
letter	R
letter	S
letter	T
letter	U
letter	V
letter	W
letter	X
letter	Y
letter	Z
lowercase	a
lowercase	b
lowercase	c
lowercase	d
lowercase	e
lowercase	f
lowercase	g
lowercase	h
lowercase	i
lowercase	j
lowercase	k
lowercase	l
lowercase	m
lowercase	N 
lowercase	o
lowercase	p
lowercase	q
lowercase	r
lowercase	s
lowercase	t
lowercase	u
lowercase	v
lowercase	w
lowercase	x
lowercase	y
lowercase	z
number	1
number	2
number	3
number	4
number	5
number	6
number	7
number	8
number	9
store-names	Shop
store-names	Store
other-store	Market
other-store	Emporium
generic-biz-endings	& Co.
generic-biz-endings	& Son
generic-biz-endings	& Sons
generic-biz-endings	Bros.
generic-biz-endings	Brothers
generic-biz-endings	Company
funeral-home	・・Undertakers
funeral-home	・・Funeral Home
funeral-home	・・Funeral Parlor
funeral-home	・・Morticians
furniture-store	Furnishings
furniture-store	Oriental Rugs
furniture-store	Furniture
furniture-store	Furniture {#store-names}
jeweler	Jewelry
jeweler	Jewelry {#store-names}
jeweler	Jewelry & Fine Watches
pawn-shop	Pawn Shop
pawn-shop	Pawn Broker
pawn-shop	Pawnbroker
pawn-shop	Loan Office
shoe-store	Shoe {#store-names}
shoe-store	Shoe {#other-store}
shoe-store	Shoe Repair {#store-names}
shoe-store	Shoes
shoe-store	Boot and Shoe {#store-names}
buffet-rest	Buffet Restaurant
buffet-rest	Buffet
lunch-rest	Lunch Counter
lunch-rest	Soda Fountain
lunch-rest	Snack Spot
lunch-rest	Sausage Stand
sandwich-rest	Sandwiches
sandwich-rest	Sandwich Restaurant
sandwich-rest	Sandwich Counter
sandwich-rest	Spot
sandwich-rest	Place
sandwich-rest	Joint
club-names	Cat
club-names	Cotton
club-names	Royal
club-names	Constellation
club-names	Sunset
club-names	Velvet
club-names	Regal
club-names	Palm
club-names	Blue Bird
club-names	Studio
club-names	Star
club-names	Solar
hotel.names	Drake
hotel.names	Bristol
hotel.names	Clarence
hotel.names	Saxony
hotel.names	Allerton
hotel.names	Palmer House
hotel.names	Grand
hotel.names	LaSalle
hotel.names	Blackstone
hotel.names	Congress
storage.names	Storage
storage.names	Storage Co.
storage.names	Moving & Storage Co.
storage.names	Warehouse & Storage
storage.names	Storage & Van Co.
storage.names	Fireproof Storage Co.
candy-name	Confectionery
candy-name	Candy Factory
candy-name	Candies
candy-name	Candy Company
candy-name	Chocolate
candy-store	Confectionery
candy-store	Candies
candy-store	Chocolatiers
candy-store	Confections
candy-store	Sweets
candy-store	Candies and Gifts
cannery-name	Foods
cannery-name	Packing Company
cannery-name	Cannery
cannery-name	Canning Co.
cannery-name	Food Co.
glass-name	Glass Co.
glass-name	Glass Works
glass-name	Works
glass-name	Glass Factory
concrete-name	Concrete
concrete-name	Concrete Co.
concrete-name	Concrete & Cement Co.
concrete-name	Materials・・Inc.
concrete-name	Concrete・・Yard {#number}
bowling-alley-name	Lanes
bowling-alley-name	Bowl
bowling-alley-name	Bowling Alley
bowling-alley-name	Bowling
bowling-alley-name	Lanes & Lounge
bakery-name	Bakery
bakery-name	Pastries
bakery-name	Baking Co.
bakery-name	Pastry Shop
bakery-name	Bake Shop
hardware-name	Hardware
hardware-name	Hardware Store
hardware-name	Tools
hardware-name	Tool {#store-names}
hardware-name	Supply Co.
hardware-name	Hardware Supply
deli-name	Delicatessen
deli-name	Deli
deli-name	Meats & Cheese Co.
deli-name	Deli & Sausage {#store-names}
deli-name	Meat Counter
flower-shop	Flower {#store-names}
flower-shop	Flowers & Gifts
flower-shop	Florist
flower-shop	Flowers
hat-shop	Hat {#store-names}
hat-shop	Hat {#other-store}
hat-shop	Hatmakers
hat-shop	Haberdashery
hat-shop	Haberdashers
hat-shop	Millinery
hat-shop	Milliners
newsstand	News
newsstand	Newsstand
newsstand	News Stand
newsstand	Newspapers & Magazines
grocery-stores	Grocery
grocery-stores	Grocery {#store-names}
grocery-stores	Market
grocery-stores	Meat & Grocery
grocery-stores	Food {#store-names}
grocery-stores	Produce & Grocery
drug-store-one	Druggist
drug-store-one	Pharmacist
drug-store-one	Registered Pharmacist
drug-store-one	Prescription Druggist
drug-store-two	Drug {#store-names}
drug-store-two	Pharmacy
drug-store-two	Drug Co.
tobacconist-name	Tobacco Co.
tobacconist-name	Tobacconist
tobacconist-name	Cigar & Cigarette {#store-names}
tobacconist-name	Tobacco {#store-names}
bookstore-name	Books
bookstore-name	Booksellers
bookstore-name	Book Co.
bookstore-name	Book {#store-names}
bookstore-name	Book {#other-store}
cafe-name	Cafe
cafe-name	Tea {#store-names}
cafe-name	Coffee & Tea {#store-names}
cafe-name	Tea Room
cafe-name	Coffee Shop
steel-mill-name	Steel Mill
steel-mill-name	Iron Works
steel-mill-name	Steel Co.
steel-mill-name	Works
steel-mill-name	Smelting Co.
sawmill-name	Sawmill
sawmill-name	Lumber Co.
sawmill-name	Lumber Company
sawmill-name	Wood Products
sawmill-name	Sawmills
printer-name	Press
printer-name	Printing
printer-name	Printing Co.
printer-name	Printers
meat-packing-name	Packing Co.
meat-packing-name	Packing House
meat-packing-name	Meat Packers・・Inc.
meat-packing-name	Meat Co.
meat-packing-name	Packers
biz-butcher-name	Butchers
biz-butcher-name	Butcher Shop
biz-butcher-name	Meat Company
biz-butcher-name	Products
biz-butcher-name	Meat Co.
laundry-name	Laundry Co.
laundry-name	Hand Washing
laundry-name	Cleaners
laundry-name	Laundromat
laundry-name	Laundry Service
metalsmith-name	Smiths
metalsmith-name	Metalworks
metalsmith-name	Metal Co.
metalsmith-name	Metalsmith
mason-name	Masons
mason-name	Bricklayers
mason-name	Brickyard
mason-name	Stonework and Masonry
painters-name	House Painting
painters-name	Home Renovation
painters-name	Painting and Construction
painters-name	Painters
painters-name	Painting Co.
forge-name	Foundry
forge-name	Metalworks
forge-name	Blacksmith
forge-name	Casting Co.
forge-name	Die Casting Co.
textile-name	Textile Mills
textile-name	Textiles
textile-name	Fabrics
textile-name	Fabric Co.
textile-name	Knitting Co.
textile-name	Woolen Mill
lumber-yard-name	Building Co.
lumber-yard-name	Lumber Co.
lumber-yard-name	Building Materials
lumber-yard-name	Lumber
lumber-yard-name	Lumber & Supply Co.
construction-name	Construction Co.
construction-name	Construction Company
construction-name	Builders
carshop-name	Auto Repair
carshop-name	Auto Service
carshop-name	Auto Body Shop
carshop-name	Tire & Brake Service
carshop-name	Service Center
cardealer-name	Car Sales
cardealer-name	Auto {#other-store}
cardealer-name	Motors
cardealer-name	Auto Sales
cardealer-name	Car Co.
taxi-name	Cab Co.
taxi-name	Taxi Co.
taxi-name	Livery Service
taxi-name	Cabs
taxi-name	Taxi
tire-name	Tire {#store-names}
tire-name	Tire {#other-store}
tire-name	Tire & Service
tire-name	Tire Sales & Repair
tire-name	Tires
truck-repair-name	Truck Garage
truck-repair-name	Truck Repair
truck-repair-name	Truck Service
truck-repair-name	Truck Repair Co.
truck-repair-name	Truck Body Co.
car-repair-name	Mechanics
car-repair-name	Auto Service
car-repair-name	Garage
car-repair-name	Auto Repair
car-repair-name	Car Body Co.
car-repair-name	Car Repair
car-repair-name	Auto Body Co.
gas-station	Service Station
gas-station	Oil Co.
gas-station	Petroleum Co.
gas-station	Gasoline
gas-station	Stations・・Inc.
pool-hall	Billiards
pool-hall	Pool Hall
pool-hall	Snooker & Billiards
industrial-adj	Union
industrial-adj	Consolidated
industrial-adj	Central
industrial-adj	Amalgamated
industrial-adj	Standard
industrial-adj	General
industrial-adj	American
industrial-adj	Atlas
industrial-adj	Illinois
industrial-adj	Continental
industrial-adj	Allied
industrial-adj	Associated
car-adj	Reliable
car-adj	Complete
car-adj	Expert
car-adj	Accurate
car-adj	Budget
car-adj	Performance
car-adj	Speedy
region	State
region	City
region	County
region	National
geographic-features	River
geographic-features	Lake
geographic-features	Park
geographic-features	Forest
geographic-features	Hillside
geographic-features	Lakeside
geographic-features	Beach
geographic-features	Lakeshore
geographic-features	Meadow
geographic-features	Valley
urban-features	Corner
urban-features	Parkside
urban-features	Neighborhood
urban-features	Station
urban-features	Boulevard
urban-features	Local
urban-features	Midtown
biz-names-one	Centennial
biz-names-one	Olympia
biz-names-one	Columbia
biz-names-one	Midway
biz-names-one	Plaza
biz-names-one	Republic
biz-names-one	Skyline
biz-names-one	Atlantic
biz-names-one	Titanic
biz-names-one	Millennium
midwestern-places	Great Lakes
midwestern-places	{$cityname}
midwestern-places	River
midwestern-places	{$statename}
midwestern-places	Prairie
midwestern-places	Midway
midwestern-places	Central
midwestern-places	Park
directions	Eastern
directions	Western
directions	Southern
directions	Northern
zodiac-signs	Gemini
zodiac-signs	Aquarius
zodiac-signs	Pieces
zodiac-signs	Capricorn
zodiac-signs	Libra
zodiac-signs	Taurus
zodiac-signs	Virgo
cardinals	First
cardinals	Second
cardinals	Third
cardinals	Fourth
cardinals	Fifth
cardinals	Sixth
cardinals	Seventh
cardinals	Eighth
cardinals	Ninth
colors	Red
colors	Blue
colors	Green
colors	Yellow
colors	Purple
colors	Orange
flower-names	Rose
flower-names	Carnation
flower-names	Chrysanthemum
flower-names	Daisy
flower-names	Violet
flower-names	Lily
flower-names	Lilac
flower-names	Orchid
tree-names	Oak
tree-names	Maple
tree-names	Pine
tree-names	Ash
tree-names	Birch
metal-names	Iron
metal-names	Copper
metal-names	Nickel
metal-names	Aluminum
metal-names	Brass
metal-names	Tin
misc-names-colored	Arrow
misc-names-colored	Door
misc-names-colored	Roof
misc-names-colored	Leaf
misc-names-colored	Wheel
misc-names-colored	Circle
rest-fixture	Table
rest-fixture	Plate
rest-fixture	Fork
rest-fixture	Spoon
rest-fixture	Knife
eth-city	Hamburg
eth-city	Munich
eth-city	Bremen
eth-city	Prague
eth-city	Pilsen
eth-city	Cracow
eth-city	Warsaw
eth-city	Vienna
eth-city	Linz
eth-city	Stockholm
eth-city	Gothenburg
eth-city	Moscow
eth-city	Kazan
eth-city	Dublin
eth-city	Cork
eth-city	Naples
eth-city	Palermo
eth-city	Budapest
eth-city	Szeged
eth-city	Copenhagen
eth-city	Vilnius
eth-city	Glasgow
eth-city	Oslo
union-adj	International
union-adj	National
union-adj	Regional
union-adj	American
union-adj	North American
union-noun	Brotherhood
union-noun	Union
union-noun	Federation
union-noun	Organization
rail-station	Terminal
rail-station	Station
rail-station	Depot
pattern-one-name-biz	{$lastname} {#generic-biz-endings}
pattern-one-name-biz	{#pattern-initials} {#generic-biz-endings}
pattern-full-name	{$firstname} {#letter}. {$lastname}
pattern-full-name	{$firstname} {$lastname}
pattern-two-name-biz	{#pattern-double-amp} {$lastname} & Company
pattern-two-name-biz	{#pattern-double-amp} {$lastname} & Company
pattern-loafers	The {$lastname} Boys
