KEY	VALUE	COMMENTS
__id	jp
info.conversion-ice-house.name	Ice House
info.conversion-ice-house.desc	<indent=10>Uses gasoline to power freezers that turn water into ice.\n<b><sprite name="res gasoline"> <sprite name="ui arr sm right"> <sprite name="res ice"></b>\n\n<b>Requires:</b>\n<sprite name="skill ice making"> <link="ice-making">Ice Making</link>， <sprite name="res cash"> 800， <sprite name="res pipes"> 8， <sprite name="res lumber"> 8， <sprite name="res bricks"> 6</indent>\n\nWhen installed and supplied with <link="gasoline">gasoline</link>， this operation produces <link="ice">ice</link> that can be used to make <link="apple-jack">applejack</link> and <link="champagne">champagne</link>. Making your own ice can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent> 
info.conversion-labels.name	Counterfeit Label Printer
info.conversion-labels.desc	<indent=10>Turns paper into counterfeit labels.\n<b><sprite name="res paper"> <sprite name="ui arr sm right"> <sprite name="res labels></b>\n\n<b>Requires:</b>\n<sprite name="skill labels"> <link="label-counterfeiting">Label Counterfeiting</link>， <sprite name="res sheet metal"> 5， <sprite name="res lumber"> 10， <sprite name="res bricks"> 10</indent>\n\nWhen installed and supplied with <link="paper">paper</link>， this operation produces <link="labels>labels</link> that are necessary to make various different types of bottled alcohols. Making your own labels can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>When the wine goes in， strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>
info.production-fake-wine.name	Backroom Wine Operation
info.production-fake-wine.desc	"<indent=10>ブリックワインとラベルとボトルから偽造ワインを製造する。\n<b><sprite name="res brick-wine"> + <sprite name="res bottles"> + <sprite name="res labels"> <sprite name="ui arr sm right"> <sprite name="res fake-wine"></b>\n\n<b>必要なもの:</b>\n<sprite name="skill fake-wine"> <link="fake-wine-skill">裏ワイン醸造所</link>，  <sprite name="res cash">2000，  <sprite name="res barrels"> 20，  <sprite name="res pipes"> 5，  <sprite name="res bricks"> 7</indent>\n\n<link=""homemade-booze"">自家製酒</link>は直接販売することもできるし、かなり収益性の高い<link=""refined-booze"">精製酒</link>の基礎として使用することもできる。この作業は、<link=""brick-wine"">ブリックワイン</link>を<link=""bottle"">ボトル</link>に入れ、それぞれに<link=""labels"">ラベル</link>を貼ることで <link=""fake-wine""> 偽造ワイン</link> を作るものだ。出来上がった製品は、街中の多くの業者に売ったり、自分の<link=""corner-speakeasy"">コーナースピークイージー</link>やサパークラブで自分で動かしたりすることが可能だ。<link=""production-fake-wine-upgraded"">裏ワイナリー</link> にアップグレードして、<link=""grape"">ブドウ</link>から直接偽造ワインを作ることもできる。\n\n<i><indent=30>ワインは科学的なルールに従った製造ではなく、味覚にのみ依存する芸術である。\n</indent><indent=40>-レイモンド・デュメイ</indent>"
info.production-fake-wine-upgraded.name	Backroom Winery
info.production-fake-wine-upgraded.desc	"<indent=10>ブドウとラベルとボトルから偽造ワインを作る。\n<b><sprite name="res grapes"> + <sprite name="res bottles"> + <sprite name="res labels"> <sprite name="ui arr sm right"> <sprite name="res fake-wine"></b>\n\n<b>必要なもの:</b>\n<sprite name="skill fake-wine"> <link="fake-wine-skill">裏ワイン醸造所</link> と <sprite name="skill grape-press"> <link="grape-press">ぶどう圧搾機</link>， <sprite name="res cat materials"> 建材</indent>\n\nこのアップグレードは、<link=""production-fake-wine"">裏ワイン製造所</link> に直接ワイン圧搾機を設置し、<link=""brick-wine"">ブリックワイン</link>ではなく <link=""grapes"">ぶどう</link> から直接 <link=""fake-wine""> 偽造ワイン</link> を生産できるようにするためのものである。\n\n<i><indent=30>ワインは科学的なルールに従った製造ではなく、味覚にのみ依存する芸術である。\n</indent><indent=40>-レイモンド・デュメイ</indent>。"
info.production-sparkling-cider.name	Sparkling Cider Operation
info.production-sparkling-cider.desc	<indent=10>Creates sparkling cider from hard cider， sugar and small bottles.\n<b><sprite name="res cider"> + <sprite name="res small-bottles"> + <sprite name="res sugar"> <sprite name="ui arr sm right"> <sprite name="res sparkling-cider"></b>\n\n<b>Requires:</b>\n<sprite name="skill sparkling-cider"> <link="sparkling-cider-skill">Sparkling Cider</link>，  <sprite name="res cash">2000，  <sprite name="res steel-barrels"> 25，  <sprite name="res pipes"> 4，  <sprite name="res bricks"> 8</indent>\n\n<link="homemade-booze">Homemade booze</link> can be sold directly or it can be used as the basis for <link="refined-booze">refined booze</link> that is considerably more profitable. This operation makes <link="sparkling-cider">sparkling cider</link> by taking crocks of <link="cider">cider</link>， putting it into <link="small-bottles">small bottles</link> and mixing some <link="sugar">sugar</link> into each one - enough sugar to cause some fizz， but not so much to cause some explosions. The resulting product can be sold to numerous businesses around the city or you can move it yourself at one of your own <link="corner-speakeasy">corner speakeasies</link> or supper clubs. Can be upgraded to a <link="production-sparkling-cider-upgraded">Sparkling Cider Fermenter</link> to make sparkling cider directly from <link="apples">apples</link>.\n\n<i><indent=30>What energy， what a fury of industry! All Pittsburgh at work before the dawn of day! This surpasses Chicago. What would luxurious St. Louis say of such reckless devotion to business as this?</i>\n</indent><indent=40>—James Parton</indent>
info.production-sparkling-cider-upgraded.name	Sparkling Cider Fermenter
info.production-sparkling-cider-upgraded.desc	<indent=10>Creates sparkling cider from apples， sugar and small bottles.\n<b><sprite name="res apples"> + <sprite name="res small-bottles"> + <sprite name="res sugar"> <sprite name="ui arr sm right"> <sprite name="res sparkling-cider"></b>\n\n<b>Requires:</b>\n<sprite name="skill sparkling-cider"> <link="sparkling-cider-skill">Sparkling Cider</link> and <sprite name="skill apple-press"> <link="apple-press">Apple Presses</link>， <sprite name="res cat materials"> building materials</indent>\n\nThis upgrade installs a cider press directly onto your <link="production-sparkling-cider">Sparkling Cider Operation</link> that can produce <link="sparkling-cider">sparkling cider</link> directly from <link="apples">apples</link> instead of <link="cider">cider</link>.\n\n<i><indent=30>What energy， what a fury of industry! All Pittsburgh at work before the dawn of day! This surpasses Chicago. What would luxurious St. Louis say of such reckless devotion to business as this?</i>\n</indent><indent=40>—James Parton</indent>
info.homebooze-moonshine-still.name	Backroom Moonshine Still
info.homebooze-moonshine-still.desc	<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates moonshine from corn， steel barrels and stoneware crocks.\n<b><sprite name="res corn"> + <sprite name="res steel-barrels"> + <sprite name="res jugs"> <sprite name="ui arr sm right"> <sprite name="res moonshine"></b>\n\n<b>Requires:</b>\n<sprite name="skill moonshine"> <link="moonshine-distillation">Moonshine Stills</link>  <sprite name="res cash">1000，  <sprite name="res steel-barrels"> 10，  <sprite name="res lumber"> 4</indent></indent>\n\nWhen installed and supplied with <link="corn">corn</link>， <link="steel-barrels">steel barrels</link> and <link="crocks">stoneware crocks</link>， this backroom operation produces <link="moonshine">moonshine</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies. Moonshine can also be used to make <link="bathtub-gin">bathtub gin</link> once you learn how to construct a <link="production-bathtub-gin">Bathtub Gin Operation</link> or <link="production-bathtub-gin-upgraded">Bathtub Gin Still</link>.\n\n<i><indent=30>Well， between Scotch and nothin'， I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>
info.homebooze-fruit-wine.name	密造フルーツワイン事業
info.homebooze-fruit-wine.desc	<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates fruit wine from fruit， sugar and small bottles.\n<b><sprite name="res fruit"> + <sprite name="res sugar"> + <sprite name="res small-bottles"> <sprite name="ui arr sm right"> <sprite name="res fruit-wine"></b>\n\n<b>Requires:</b>\n<sprite name="skill fruit-wine"> <link="fruitful-operations">Fruitful Operations</link>，  <sprite name="res cash">950，  <sprite name="res half-barrel"> 8</indent>\n\nWhen supplied with <link="fruit-other">fruit</link>， <link="sugar">sugar</link> and <link="small-bottles">small bottles</link>， this backroom operation produces <link="fruit-wine">fruit wine</link> that can be sold to businesses across the city or in you own <link="backroom-bootlegger">Backroom Bootleggers</link> or <link="corner-speakeasy">Corner Speakeasies</link>.\n\n<indent=30><i>I cook with wine， sometimes I even add it to the food.</i></indent>\n<indent=40>—W.C. Fields</indent>
info.makeshift-whiskey.name	Makeshift Whiskey Still
info.makeshift-whiskey.desc	<indent=10>Creates bottled whiskey from moonshine， spices， food dyes and bottles.\n<b><sprite name="res moonshine"> + <sprite name="res spices"> + <sprite name="res food-dye"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res whisky"></b>\n\n<b>Requires:</b>\n<sprite name="skill whiskey-bottled"> <link="bootleg-whiskey">Bootleg Whiskey</link>，  <sprite name="res cash">5000，  <sprite name="res steel-barrels"> 10，  <sprite name="res pipes"> 15，  <sprite name="res bricks"> 15，  <sprite name="res lumber"> 15</indent>\n\nWhen installed， this operation allows you to turn your excess <link="moonshine">moonshine</link> into <link="whiskey-bottled">bottled whiskey</link> by mixing in some <link="spices">spices</link> and <link="food-dyes"> food dyes</link> and then putting the resulting concoction into <link="bottles">bottles</link>. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>Love makes the world go round? Not at all. Whiskey makes it go round twice as fast.</i></indent>\n<indent=40>—Compton MacKenzie</indent>
info.makeshift-brandy.name	Makeshift Brandy Still
info.makeshift-brandy.desc	"<indent=10>ブリックワインまたは果実酒、それに果実と瓶から瓶詰めのブランデーを作ることができる。\n<b><sprite name="res brick-wine">/<sprite name="res fruit-wine"> + <sprite name="res fruit"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res brandy"></b>\n\n<b>必要なもの:</b>\n<sprite name="skill brandy-bottled"> <link="bootleg-brandy">密造ブランデー</link>，  <sprite name="res cash">4500，  <sprite name="res barrels"> 20，  <sprite name="res pipes"> 15，  <sprite name="res bricks"> 15，  <sprite name="res lumber"> 15</indent>\n\nこの製造所を設置すると、余った<link=""brick-wine"">ブリックワイン</link>や<link=""fruit-wine"">フルーツワイン</link>に<link=""fruit-other"">果物を混ぜ、少し置いてから<link=""bottle"">ボトルに詰めて</link>ブランデーにすることが可能になる。顧客に渡したりサパークラブやイベント会場で自分で売ったりすることができる。\n\n<indent=30><i>人はワインやブランデーの味を覚え、水への愛情を失うかもしれない、しかし我々は彼を哀れむべきでない。\n<indent=40>-ヘンリー・デイヴィッド・ソロー</indent>。\n"
info.makeshift-vodka.name	Makeshift Vodka Still
info.makeshift-vodka.desc	<indent=10>Creates bottled vodka from homemade beer， corn syrup and bottles.\n<b><sprite name="res home-brew"> + <sprite name="res corn-syrup"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res vodka"></b>\n\n<b>Requires:</b>\n<sprite name="skill vodka-bottled"> <link="bootleg-brandy">Bootleg vodka</link>，  <sprite name="res cash">3500，  <sprite name="res half-barrel"> 24，  <sprite name="res sheet metal"> 12，  <sprite name="res bricks"> 12，  <sprite name="res lumber"> 12</indent>\n\nWhen installed， this operation allows you to ferment and distilled your excess <link="home-brew">homemade beer</link> into <link="vodka-bottled">bottled vodka</link>. By boosting the yeast into overdrive with some <link="corn-syrup">corn syrup</link> before distillation， you'll be able to fill <link="bottles">bottles</link> with some powerful booze. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>Money， like vodka， turns a person into an eccentric.</i></indent>\n<indent=40>—Anton Chekhov</indent>
info.makeshift-rum.name	Makeshift Rum Still
info.makeshift-rum.desc	<indent=10>Creates bottled rum from neutral alcohol， sugar and bottles.\n<b><sprite name="res alcohol-btl"> + <sprite name="res sugar"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res rum"></b>\n\n<b>Requires:</b>\n<sprite name="skill rum-bottled"> <link="bootleg-rum">Bootleg rum</link>，  <sprite name="res cash">4000，  <sprite name="res steel-barrels"> 16，  <sprite name="res sheet metal"> 12，  <sprite name="res bricks"> 12，  <sprite name="res lumber"> 12</indent>\n\nWhen installed， this operation allows you cook down <link="sugar">sugar</link> then mix that caramel into <link="neutral-alcohol">neutral alcohol</link>. The dark， potent liquid that results is<link="rum-bottled">bottled rum</link>. You'll be able to fill <link="bottles">bottles</link> with some powerful booze. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>There’s naught， no doubt， so much the spirit calms as rum and true religion.</i></indent>\n<indent=40>—Lord Byron</indent>
info.still-whiskey.name	Small Whiskey Distillery
info.still-whiskey.desc	<indent=10>Creates whiskey barrels from rye or wheat and barrels.\n<b><sprite name="res rye"> / <sprite name="res wheat"> + <sprite name="res barrels"> <sprite name="ui arr sm right"> <sprite name="res whiskey-barrel"></b>\n\n<b>Requires:</b>\n<sprite name="skill whiskey-still"> <link="whiskey-still">Small Whiskey Stills</link>，  <sprite name="res cash">7500，  <sprite name="res sheet metal"> 30，  <sprite name="res pipes"> 24，  <sprite name="res lumber"> 24，  <sprite name="res steel-barrels"> 16</indent>\n\nThe time may come when your outfit needs to consider making illegal alcohol in truly industrial quantities. Installing this operation in a building that your outfit controls will allow you to turn <link="wheat">wheat</link> or <link="rye">rye</link> into <link="whiskey-barrel">whiskey barrels</link>. You can try to sell the whiskey barrels directly， wholesale like， move them to a bottling operation to convert them into <link="whiskey-bottled">bottled whiskey</link> or use them to make even higher-end booze.\n\n<indent=30><i>Love makes the world go round? Not at all. Whiskey makes it go round twice as fast.</i></indent>\n<indent=40>—Compton MacKenzie</indent>
info.still-brandy.name	Small Brandy Distillery
info.still-brandy.desc	<indent=10>Creates brandy barrels from fruit or apples and barrels.\n<b><sprite name="res fruit"> / <sprite name="res apples"> + <sprite name="res barrels"> <sprite name="ui arr sm right"> <sprite name="res brandy-barrel"></b>\n\n<b>Requires:</b>\n<sprite name="skill brandy-still"> <link="brandy-still">Small Brandy Stills</link>，  <sprite name="res cash">7000，  <sprite name="res sheet metal"> 30，  <sprite name="res pipes"> 24，  <sprite name="res lumber"> 24，  <sprite name="res steel-barrels"> 16</indent>\n\nThe time may come when your outfit needs to consider making illegal alcohol in truly industrial quantities. Installing this operation in a building that your outfit controls will allow you to turn <link="fruit-other">fruit</link> or <link="apples">apples</link> into <link="brandy-barrel">brandy barrels</link>. You can try to sell the brandy barrels directly， wholesale like， or move them to a bottling operation to convert them into <link="brandy-bottled">bottled brandy</link>.\n\n<indent=30><i>A man may acquire a taste for wine or brandy， and so lose his love for water， but we should not pity him.</i></indent>\n<indent=40>—Henry David Thoreau</indent>
info.still-vodka.name	Small Vodka Distillery
info.still-vodka.desc	<indent=10>Creates vodka barrels from barley or rye and barrels.\n<b><sprite name="res barley"> / <sprite name="res rye"> + <sprite name="res barrels"> <sprite name="ui arr sm right"> <sprite name="res vodka-barrel"></b>\n\n<b>Requires:</b>\n<sprite name="skill vodka-still"> <link="vodka-still">Small Vodka Stills</link>，  <sprite name="res cash">5000，  <sprite name="res half-barrel"> 24，  <sprite name="res pipes"> 24，  <sprite name="res lumber"> 12，  <sprite name="res steel-barrels"> 16</indent>\n\nThe time may come when your outfit needs to consider making illegal alcohol in truly industrial quantities. Installing this operation in a building that your outfit controls will allow you to turn <link="barley">barley</link> or <link="rye">rye</link> into <link="vodka-barrel">vodka barrels</link>. You can try to sell the vodka barrels directly， wholesale like， move them to a bottling operation to convert them into <link="vodka-bottled">bottled vodka</link> or use them to make even higher-end booze.\n\n<indent=30><i>Money， like vodka， turns a person into an eccentric.</i></indent>\n<indent=40>—Anton Chekhov</indent>
info.still-rum.name	Small Rum Distillery
info.still-rum.desc	<indent=10>Creates rum barrels from sugar or corn syrup and barrels.\n<b><sprite name="res sugar"> / <sprite name="res corn-syrup"> + <sprite name="res barrels"> <sprite name="ui arr sm right"> <sprite name="res barrel-rum"></b>\n\n<b>Requires:</b>\n<sprite name="skill rum-still"> <link="rum-still">Small Rum Stills</link>，  <sprite name="res cash">5000，  <sprite name="res bricks"> 24，  <sprite name="res pipes"> 24，  <sprite name="res sheet metal"> 12，  <sprite name="res steel-barrels"> 16</indent>\n\nThe time may come when your outfit needs to consider making illegal alcohol in truly industrial quantities. Installing this operation in a building that your outfit controls will allow you to turn <link="sugar">sugar</link> or <link="corn-syrup">corn syrup</link> into <link="rum-barrel">rum barrels</link>. You can try to sell the rum barrels directly， wholesale like， move them to a bottling operation to convert them into <link="rum-bottled">bottled rum</link> or use them to make even higher-end booze.\n\n<indent=30><i>There’s naught， no doubt， so much the spirit calms as rum and true religion.</i></indent>\n<indent=40>—Lord Byron</indent>
info.bottling-operation.name	Bottling Operation
info.bottling-operation.desc	<indent=10>Converts various kinds of booze barrels that you're able to make or otherwise acquire into bottles.\n<b><sprite name="res whiskey-barrel"> / <sprite name="res brandy-barrel"> / <sprite name="res vodka-barrel"> / <sprite name="res barrel-rum"> + <sprite name="res bottles"> + <sprite name="res labels"> <sprite name="ui arr sm right"> / <sprite name="res whisky"> / <sprite name="res brandy"> / <sprite name="res vodka"> / <sprite name="res rum"></b>\n\n<b>Requires:</b>\n<sprite name="skill booze-bottling"> <link="booze-bottling">Booze Bottling</link>，  <sprite name="res cash">1500，  <sprite name="res lumber"> 10，  <sprite name="res pipes"> 6，</indent>\n\nOnce your outfit secures a source of booze barrels， you'll need a way to bottle the stuff to sell it to customers or move it in one of your own operations. Once you build a Bottling Operation， you can empty a <link="whiskey-barrel">whiskey barrel</link>， <link="brandy-barrel">brandy barrel</link>， <link="vodka-barrel">vodka barrel</link> or <link="rum-barrel">rum barrel</link>， distribute the contents into <link="bottles">bottles</link> and then apply a <link="labels">counterfeit label</link>. 
info.production-fake-beer.name	Backroom Beer Operation
info.production-fake-beer.desc	<indent=10>Creates backroom beer from homemade beer， hops and small bottles.\n<b><sprite name="res home-brew"> + <sprite name="res small-bottles"> + <sprite name="res hops"> <sprite name="ui arr sm right"> <sprite name="res fake-beer"></b>\n\n<b>Requires:</b>\n<sprite name="skill fake-beer"> <link="fake-beer-skill">Backroom Brewing</link>，  <sprite name="res cash">1600，  <sprite name="res steel-barrels"> 25，  <sprite name="res pipes"> 5，  <sprite name="res bricks"> 4</indent>\n\n<link="homemade-booze">Homemade booze</link> can be sold directly or it can be used as the basis for <link="refined-booze">refined booze</link> that is considerably more profitable. This operation makes <link="fake-beer">backroom beer</link> by taking crocks of <link="home-brew">homemade beer</link>， putting it into <link="small-bottles">small bottles</link> and mixing some <link="hops">hops</link> in beforehand to infuse the concoction with the aroma and flavor of real beer. The resulting product can be sold to numerous businesses around the city or you can move it yourself at one of your own <link="corner-speakeasy">corner speakeasies</link> or supper clubs. Can be upgraded to a <link="production-fake-beer-upgraded">Backroom Brewery</link> to make backroom beer directly from <link="barley">barley</link>.\n\n<i><indent=30>Die erste Pflicht der Musensöhne ist， daß man sich ans Bier gewöhne.</i>\n</indent><indent=40>—Wilhelm Busch</indent>
info.production-fake-beer-upgraded.name	Backroom Brewery
info.production-fake-beer-upgraded.desc	<indent=10>Creates backroom beer from barley， hops and small bottles.\n<b><sprite name="res barley"> + <sprite name="res small-bottles"> + <sprite name="res hops"> <sprite name="ui arr sm right"> <sprite name="res fake-beer"></b>\n\n<b>Requires:</b>\n<sprite name="skill fake-beer"> <link="fake-beer-skill">Backroom Brewing</link> and <sprite name="skill malt-making"> <link="malt-making">Malt Making</link>， <sprite name="res cat materials"> building materials</indent>\n\nThis upgrade installs a small brewing tank directly onto your <link="production-fake-beer">Backroom Beer Operation</link> that can produce <link="fake-beer">backroom beer</link> directly from <link="barley">barley</link> instead of <link="home-brew">homemade beer</link>.\n\n<i><indent=30>Die erste Pflicht der Musensöhne ist， daß man sich ans Bier gewöhne.</i>\n</indent><indent=40>—Wilhelm Busch</indent>
info.production-bathtub-gin.name	Bathtub Gin Operation
info.production-bathtub-gin.desc	<indent=10>Creates bathtub-gin from moonshine， spices and small bottles.\n<b><sprite name="res moonshine"> + <sprite name="res small-bottles"> + <sprite name="res spices"> <sprite name="ui arr sm right"> <sprite name="res bathtub-gin"></b>\n\n<b>Requires:</b>\n<sprite name="skill bathtub-gin"> <link="bathtub-gin-skill">Bathtub Ginworks</link>，  <sprite name="res cash">2500，  <sprite name="res half-barrel"> 25，  <sprite name="res pipes"> 4，  <sprite name="res bricks"> 4</indent>\n\n<link="homemade-booze">Homemade booze</link> can be sold directly or it can be used as the basis for <link="refined-booze">refined booze</link> that is considerably more profitable. This operation makes <link="bathtub-gin">bathtub gin</link> by taking crocks of <link="moonshine">moonshine</link>， putting it into <link="small-bottles">small bottles</link> and mixing some <link="spices">spices</link> in beforehand to create a quaff suitable for many different cocktails. The resulting product can be sold to numerous businesses around the city or you can move it yourself at one of your own <link="corner-speakeasy">corner speakeasies</link> or supper clubs. Can be upgraded to a <link="production-bathtub-gin-upgraded"> Bathtub Gin Still</link> to make bathtub gin directly from <link="corn-syrup">corn syrup</link>.\n\n<i><indent=30>When I was down in Georgia， I was doing mighty well. Since I been here in Chicago， I been catching a plenty hell.</i>\n</indent><indent=40>—Kokomo Arnold from "Red Beans and Rice"</indent>
info.production-bathtub-gin-upgraded.name	Bathtub Gin Still
info.production-bathtub-gin-upgraded.desc	<indent=10>Creates bathtub gin from corn syrup， hops and small bottles.\n<b><sprite name="res corn-syrup"> + <sprite name="res small-bottles"> + <sprite name="res spices"> <sprite name="ui arr sm right"> <sprite name="res bathtub-gin"></b>\n\n<b>Requires:</b>\n<sprite name="skill bathtub-gin"> <link="bathtub-gin-skill">Bathtub Ginworks</link> and <sprite name="skill backroom-distillation"> <link="backroom-distillation">Makeshift Stills</link>， <sprite name="res cat materials"> building materials</indent>\n\nThis upgrade installs a small still directly onto your <link="production-bathtub-gin">Bathtub Gin Operation</link> that can produce <link="bathtub-gin">bathtub gin</link> directly from <link="corn-syrup">corn syrup</link> instead of <link="moonshine">moonshine</link>.\n\n<i><indent=30>When I was down in Georgia， I was doing mighty well. Since I been here in Chicago， I been catching a plenty hell.</i>\n</indent><indent=40>—Kokomo Arnold from "Red Beans and Rice"</indent>
info.backroom-bootlegger.name	Backroom Bootlegger
info.backroom-bootlegger.desc	<indent=10>Can sell one kind of homemade booze.\n<b><sprite name="res brick-wine"> <sprite name="res cider"> <sprite name="res home-brew"> <sprite name="res moonshine"> <sprite name="res apple-jack"> <sprite name="res fruit-wine"></b>\n\n<b>Requires:</b>\n<sprite name="ui skills">Backroom Bootlegging，  <sprite name="res cash">1，000，  <sprite name="res lumber"> 10</indent>\n\nThis fairly simple distribution operation allows you to sell one kind of homemade booze directly to customers instead of supplying another business. It's more profitable and it's a good way of moving extra booze that your regulars don't need. by learning Expanded Bootlegging， you can upgrade your operation to sell a second type of homemade booze.\n\n<i><indent=30>Don't try me nobody 'cause you will never win. I'll fight the army， navy just me and my gin. Any bootlegger sure is a pal of mine.</i>\n</indent><indent=40>—Bessie Smith from "Me and My Gin"</indent>
info.corner-speakeasy.name	Corner Speakeasy
info.corner-speakeasy.desc	<indent=10>Can sell all varieties of homemade booze.\n<b><sprite name="res brick-wine"> <sprite name="res cider"> <sprite name="res home-brew"> <sprite name="res apple-jack"> <sprite name="res fruit-wine"> <sprite name="res moonshine"></b>\nand one type of refined booze\n<sprite name="res fake-wine"> <sprite name="res fake-beer"> <sprite name="res sparkling-cider"> <sprite name="res bathtub-gin"> <sprite name="res rakija"> <sprite name="res corn whiskey">\n\n<b>Requires:</b>\n<sprite name="ui skills"> Corner Speakeasies，  <sprite name="res cash">5，000，  <sprite name="res lumber"> 20，  <sprite name="res furniture"> 30</indent>\n\nA simple wooden bar， some random glassware and a place to stash booze out of sight is all that's necessary for this basic speakeasy. This operation can sell every type of homemade booze and one kind of refined homemade booze.\n\n<i><indent=30>Late last night， I sold away and cried; Had the blues for Chicago， I just can't be satisfied.</i>\n</indent><indent=40>—Bessie Smith from "Chicago Bound Blues"</indent>
info.small-speakeasy.name	Small Speakeasy
info.small-speakeasy.desc	<indent=10>Can sell all varieties of refined booze\n<sprite name="res fake-wine"> <sprite name="res fake-beer"> <sprite name="res sparkling-cider"> <sprite name="res bathtub-gin"> <sprite name="res rakija"> <sprite name="res corn whiskey"></b>\nand one type of bottled booze.\n<sprite name="res whisky"> <sprite name="res brandy"> <sprite name="res vodka"> <sprite name="res rum">\n\n<b>Requires:</b>\n<sprite name="ui skills"> Small Speakeasies，  <sprite name="res cash">7，500，  <sprite name="res lumber"> 40，  <sprite name="res furniture"> 40</indent>\n\nA robust bar， quality booze， and some scattered tables and chairs is enough to keep people flowing through this small speakeasy. This operation can sell every type of refined booze and one kind of bottled booze.\n\n<i><indent=30>Late last night， I sold away and cried; Had the blues for Chicago， I just can't be satisfied.</i>\n</indent><indent=40>—Bessie Smith from "Chicago Bound Blues"</indent>
info.garage-module.name	Garages
info.garage-module.desc	<indent=10>Increases the amount of cars your outfit can sustain at one time， as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name="skill garages"> <link="small-garages">Garage Construction</link>， <sprite name="res cash"> 250， <sprite name="res bricks"> 5， <sprite name="res sheet metal"> 2</indent>\n\nWhen installed， this operation provides additional parking spaces for your outfit's cars and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going， but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.truck-garage-module.name	Truck Repair Bay
info.truck-garage-module.desc	<indent=10>Increases the amount of trucks your outfit can sustain at one time， as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name="skill truck-bays"> <link="truck-garage">Truck Repair Bays</link>， <sprite name="res cash"> 750， <sprite name="res bricks"> 6， <sprite name="res sheet metal"> 4</indent>\n\nWhen installed， this operation provides additional parking spaces for your outfit's trucks and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going， but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.production-champagne.name	Champagne Manufacture
info.production-champagne.desc	<indent=10>Creates champagne from labels， ice， sugar， and counterfeit wine.\n<b><sprite name="res labels"> + <sprite name="res ice"> + <sprite name="res sugar"> + <sprite name="res fake-wine"> <sprite name="ui arr sm right"> <sprite name="res champagne"></b>\n\n<b>Requires:</b>\n<sprite name="skill champagne"><link="champagne-making">Champagne Methods</link>， <sprite name="res cash"> 5000， <sprite name="res barrels"> 50， <sprite name="res pipes"> 20， <sprite name="res lumber"> 20， <sprite name="res sheet metal"> 20</indent>\n\nWhen installed and supplied with <link="labels">counterfeit labels</link>， <link="ice">ice</link>， <link="sugar">sugar</link>， <link="fake-wine">counterfeit wine</link>， this operation produces <link="champagne">champagne</link> that can be sold to businesses across the city or in your own operations.
info.production-dark-rum.name	Spiced Rum Manufacture
info.production-dark-rum.desc	<indent=10>Creates spiced rum from labels， oak barrels， spices， small bottles， and rum barrels.\n<b><sprite name="res labels"> + <sprite name="res oak-barrels"> + <sprite name="res spices"> + <sprite name="res small-bottles"> <sprite name="ui arr sm right"> <sprite name="res dark rum"></b>\n\n<b>Requires:</b>\n<sprite name="skill dark-rum"><link="dark-rum-making">Spiced Rum Manufacture</link>， <sprite name="res cash"> 5000， <sprite name="res half-barrel"> 50， <sprite name="res pipes"> 20， <sprite name="res lumber"> 20， <sprite name="res bricks"> 20</indent>\n\nWhen installed and supplied with <link="labels">counterfeit labels</link>， <link="oak-barrels">oak barrels</link>， <link="spices">spices</link>， and <link="small-bottles">small bottles</link>， this operation produces <link="dark-rum">spiced rum</link> that can be sold to businesses across the city or in your own operations.
info.production-beer-kegs.name	Large Brewery
